	110D2W115D_R1_filtered.fastq.gz	110D2W115R_R1_filtered.fastq.gz	110D2W415D_R1_filtered.fastq.gz	110D2W415R_R1_filtered.fastq.gz	110D2W515D_R1_filtered.fastq.gz	110D2W515R_R1_filtered.fastq.gz	110D2W615D_R1_filtered.fastq.gz	110D2W615R_R1_filtered.fastq.gz	110D2W715D_R1_filtered.fastq.gz	110D2W715R_R1_filtered.fastq.gz	110D2W815D_R1_filtered.fastq.gz	110D2W815R_R1_filtered.fastq.gz	110D2W915D_R1_filtered.fastq.gz	110D2W915R_R1_filtered.fastq.gz	110M2W115D_R1_filtered.fastq.gz	110M2W115R_R1_filtered.fastq.gz	110M2W415D_R1_filtered.fastq.gz	110M2W415R_R1_filtered.fastq.gz	110M2W515D_R1_filtered.fastq.gz	110M2W515R_R1_filtered.fastq.gz	110M2W615C_R1_filtered.fastq.gz	110M2W615D_R1_filtered.fastq.gz	110M2W615R_R1_filtered.fastq.gz	110M2W715D_R1_filtered.fastq.gz	110M2W715R_R1_filtered.fastq.gz	110M2W815C_R1_filtered.fastq.gz	110M2W815D_R1_filtered.fastq.gz	110M2W815R_R1_filtered.fastq.gz	110M2W915C_R1_filtered.fastq.gz	110M2W915D_R1_filtered.fastq.gz	110M2W915R_R1_filtered.fastq.gz	110S2W115D_R1_filtered.fastq.gz	110S2W115R_R1_filtered.fastq.gz	110S2W415D_R1_filtered.fastq.gz	110S2W415R_R1_filtered.fastq.gz	110S2W515D_R1_filtered.fastq.gz	110S2W515R_R1_filtered.fastq.gz	110S2W615D_R1_filtered.fastq.gz	110S2W615R_R1_filtered.fastq.gz	110S2W715D_R1_filtered.fastq.gz	110S2W715R_R1_filtered.fastq.gz	110S2W815D_R1_filtered.fastq.gz	110S2W815R_R1_filtered.fastq.gz	110S2W915D_R1_filtered.fastq.gz	110S2W915R_R1_filtered.fastq.gz	EXTRACONT_R1_filtered.fastq.gz	M15S2W115D_R1_filtered.fastq.gz	M15S2W115R_R1_filtered.fastq.gz	M15S2W415D_R1_filtered.fastq.gz	M15S2W415R_R1_filtered.fastq.gz	M15S2W515D_R1_filtered.fastq.gz	M15S2W515R_R1_filtered.fastq.gz	M15S2W615C_R1_filtered.fastq.gz	M15S2W615D_R1_filtered.fastq.gz	M15S2W615R_R1_filtered.fastq.gz	M15S2W715C_R1_filtered.fastq.gz	M15S2W715D_R1_filtered.fastq.gz	M15S2W715R_R1_filtered.fastq.gz	M15S2W815D_R1_filtered.fastq.gz	M15S2W815R_R1_filtered.fastq.gz	M15S2W915D_R1_filtered.fastq.gz	M15S2W915R_R1_filtered.fastq.gz	M45D2W115D_R1_filtered.fastq.gz	M45D2W115R_R1_filtered.fastq.gz	M45D2W415D_R1_filtered.fastq.gz	M45D2W415R_R1_filtered.fastq.gz	M45D2W515D_R1_filtered.fastq.gz	M45D2W515R_R1_filtered.fastq.gz	M45D2W615D_R1_filtered.fastq.gz	M45D2W615R_R1_filtered.fastq.gz	M45D2W715C_R1_filtered.fastq.gz	M45D2W715D_R1_filtered.fastq.gz	M45D2W715R_R1_filtered.fastq.gz	M45D2W815D_R1_filtered.fastq.gz	M45D2W815R_R1_filtered.fastq.gz	M45D2W915C_R1_filtered.fastq.gz	M45D2W915D_R1_filtered.fastq.gz	M45D2W915R_R1_filtered.fastq.gz	M45S2W115D_R1_filtered.fastq.gz	M45S2W115R_R1_filtered.fastq.gz	M45S2W415D_R1_filtered.fastq.gz	M45S2W415R_R1_filtered.fastq.gz	M45S2W515D_R1_filtered.fastq.gz	M45S2W515R_R1_filtered.fastq.gz	M45S2W615C_R1_filtered.fastq.gz	M45S2W615D_R1_filtered.fastq.gz	M45S2W615R_R1_filtered.fastq.gz	M45S2W715D_R1_filtered.fastq.gz	M45S2W715R_R1_filtered.fastq.gz	M45S2W815D_R1_filtered.fastq.gz	M45S2W815R_R1_filtered.fastq.gz	M45S2W915D_R1_filtered.fastq.gz	M45S2W915R_R1_filtered.fastq.gz	MILIQW115_R1_filtered.fastq.gz	MILIQW515_R1_filtered.fastq.gz	MILIQW615_R1_filtered.fastq.gz	MILIQW715_R1_filtered.fastq.gz	MILIQW815_R1_filtered.fastq.gz	MLBD2W115C_R1_filtered.fastq.gz	MLBD2W115D_R1_filtered.fastq.gz	MLBD2W115R_R1_filtered.fastq.gz	MLBD2W415D_R1_filtered.fastq.gz	MLBD2W415R_R1_filtered.fastq.gz	MLBD2W515D_R1_filtered.fastq.gz	MLBD2W515R_R1_filtered.fastq.gz	MLBD2W715D_R1_filtered.fastq.gz	MLBD2W715R_R1_filtered.fastq.gz	MLBD2W815D_R1_filtered.fastq.gz	MLBD2W815R_R1_filtered.fastq.gz	MLBD2W915D_R1_filtered.fastq.gz	MLBD2W915R_R1_filtered.fastq.gz	MLBD4W615C_R1_filtered.fastq.gz	MLBD4W615D_R1_filtered.fastq.gz	MLBD4W615R_R1_filtered.fastq.gz	MLBS2W115D_R1_filtered.fastq.gz	MLBS2W115R_R1_filtered.fastq.gz	MLBS2W415C_R1_filtered.fastq.gz	MLBS2W415D_R1_filtered.fastq.gz	MLBS2W415R_R1_filtered.fastq.gz	MLBS2W515D_R1_filtered.fastq.gz	MLBS2W515R_R1_filtered.fastq.gz	MLBS2W715D_R1_filtered.fastq.gz	MLBS2W715R_R1_filtered.fastq.gz	MLBS2W815C_R1_filtered.fastq.gz	MLBS2W815D_R1_filtered.fastq.gz	MLBS2W815R_R1_filtered.fastq.gz	MLBS2W915D_R1_filtered.fastq.gz	MLBS2W915R_R1_filtered.fastq.gz	MLBS4W615D_R1_filtered.fastq.gz	MLBS4W615R_R1_filtered.fastq.gz	mockA06222016_R1_filtered.fastq.gz	mockB06222016_R1_filtered.fastq.gz	mockC06222016_R1_filtered.fastq.gz	mockD06222016_R1_filtered.fastq.gz	PBSRINSE_R1_filtered.fastq.gz	waterA06222016_R1_filtered.fastq.gz	waterB06222016_R1_filtered.fastq.gz	waterC06222016_R1_filtered.fastq.gz	waterD06222016_R1_filtered.fastq.gz
ASV_21	0	0	2718	1642	110	46	0	0	0	0	0	0	0	0	18	0	1872	711	1987	1037	0	0	0	0	0	0	0	0	0	0	0	0	0	4609	1170	1227	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	57	1310	540	0	33	0	0	0	0	0	0	0	0	0	0	1238	135	53	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_22	80	262	152	245	197	147	29	105	162	278	383	448	401	673	157	1638	262	282	147	115	0	79	184	217	247	0	388	583	0	537	697	585	1158	500	304	170	195	0	0	125	112	32	68	434	524	0	229	380	53	423	0	0	0	0	0	0	0	88	105	113	101	39	15	164	0	133	77	87	0	0	0	64	66	403	373	0	395	385	181	973	217	214	0	0	0	0	0	81	110	42	42	592	563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_23	90	0	296	60	531	247	202	107	308	67	589	41	317	62	51	101	482	56	492	209	0	379	121	146	37	0	212	152	0	66	78	201	43	527	102	574	152	57	107	126	26	253	78	50	0	0	95	50	140	364	186	31	0	220	100	0	270	127	309	257	816	233	22	38	218	144	213	72	128	73	0	171	111	298	78	0	108	74	73	152	504	186	430	0	0	180	0	127	54	353	90	59	76	0	0	0	0	0	0	213	32	122	34	1012	24	298	0	47	0	271	26	0	189	0	350	0	0	196	44	401	21	366	70	0	77	23	420	42	198	43	0	0	0	0	0	0	0	0	0
ASV_24	0	0	236	223	565	228	0	95	0	83	0	0	0	0	0	97	516	192	477	207	0	168	338	534	70	0	397	163	0	93	64	78	76	776	254	403	364	177	381	435	113	145	130	197	88	0	197	80	310	335	500	156	0	201	78	0	612	216	132	74	235	53	35	46	231	331	191	162	0	105	0	317	306	321	260	0	0	28	85	331	948	385	507	0	0	298	0	309	226	171	0	245	70	0	0	0	0	0	0	45	0	72	22	45	0	0	0	0	0	60	0	0	0	0	85	82	0	0	0	0	0	31	4	0	55	0	78	0	44	0	0	0	0	0	0	0	0	0	0
ASV_25	86	194	86	291	172	506	99	487	52	149	197	105	79	167	24	868	171	326	146	375	0	84	410	43	115	0	34	239	0	87	341	228	326	211	322	157	488	15	309	52	129	82	237	39	89	0	73	119	38	605	42	109	0	24	135	0	51	256	64	208	170	170	8	345	172	868	103	369	98	534	0	161	532	147	345	0	80	282	48	408	383	609	80	165	0	47	30	52	214	91	149	55	129	0	0	0	0	0	0	0	22	54	21	75	19	0	0	0	0	0	0	0	0	0	0	0	0	40	135	28	50	0	26	0	0	0	0	0	25	64	0	0	0	0	0	0	0	0	0
ASV_26	172	26	237	21	966	74	461	116	502	43	1398	24	324	25	107	23	369	33	883	56	0	1038	147	53	0	0	80	13	0	97	18	450	23	445	40	708	61	447	140	326	35	0	0	36	0	0	428	41	122	47	242	15	0	263	22	0	239	24	25	0	138	0	42	34	230	49	408	25	485	116	0	284	43	646	33	0	214	24	274	91	986	33	717	21	0	405	0	145	0	44	0	28	0	0	0	0	0	0	0	0	0	0	0	219	0	25	0	0	0	0	0	0	14	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_27	111	176	71	54	88	83	42	125	99	76	330	112	167	260	33	929	88	74	94	80	0	47	112	40	91	0	50	379	0	100	239	312	423	91	56	99	107	0	71	51	79	101	754	120	173	0	101	153	51	179	48	84	0	0	0	0	133	131	105	445	660	478	0	84	115	214	71	54	183	305	0	398	417	396	418	0	316	326	81	461	251	109	52	0	0	0	0	108	176	187	336	160	386	0	0	0	0	0	0	0	0	86	35	101	0	0	0	0	0	0	0	0	0	0	0	0	0	88	143	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_28	62	57	36	127	61	275	26	168	119	148	363	173	115	161	10	1048	79	137	43	192	0	38	324	678	24	0	175	2291	0	168	774	111	386	39	110	103	325	23	916	173	461	77	438	27	130	0	30	217	0	30	0	4	0	13	87	0	51	72	46	317	138	141	0	238	8	30	0	51	0	40	0	24	29	37	49	0	21	41	13	492	10	46	8	0	0	92	4	113	358	226	603	40	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_29	55	0	0	0	0	0	0	0	0	56	0	0	0	112	0	0	0	0	14	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	97	260	377	388	0	233	480	0	122	118	0	0	0	0	0	0	31	0	75	93	167	445	0	84	137	0	29	0	0	0	0	0	62	0	109	80	0	87	70	0	0	8	0	0	0	0	0	0	0	0	0	82	108	370	502	2171	726	363	0	66	0	0	0	0	0	0	132	175	0	388	942	681	1489	1504	576	0	77	37	0	0	373	382	0	0	0	0	0	0	0	0	0
ASV_30	0	0	140	112	172	115	0	0	0	91	0	0	0	0	0	654	185	137	139	95	0	0	0	248	146	0	207	240	0	162	246	215	404	355	184	170	122	21	86	124	100	35	79	102	90	0	205	266	134	645	109	113	0	62	34	0	103	0	161	112	0	0	0	99	92	145	0	0	0	0	0	0	0	211	165	0	151	136	73	639	213	148	41	33	0	62	20	60	100	89	0	134	0	0	0	0	0	0	0	52	45	925	416	106	33	0	0	36	0	45	14	0	13	0	100	58	0	784	995	79	61	67	18	0	35	18	74	35	217	88	0	0	0	0	0	0	0	0	0
ASV_31	257	97	184	56	272	119	285	182	303	170	524	36	256	80	26	41	291	47	152	72	0	192	120	233	2	0	11	19	0	32	104	105	54	334	51	304	85	140	201	355	105	246	138	69	91	0	98	23	35	33	59	18	0	128	26	0	174	38	107	50	576	86	33	95	187	191	191	107	294	205	0	424	163	109	17	0	164	61	100	112	364	73	285	4	0	176	0	147	96	256	100	99	111	0	0	0	0	0	0	61	9	0	0	23	0	134	0	67	0	127	2	0	43	0	157	20	0	0	0	5	0	116	0	0	114	0	115	9	77	30	0	0	0	0	0	0	0	0	0
ASV_32	133	41	125	45	309	170	99	72	142	62	336	0	176	52	0	147	301	60	267	106	0	163	105	136	41	0	231	457	0	51	100	148	49	285	101	242	121	51	160	58	0	74	63	0	49	0	122	35	97	302	87	64	0	0	76	0	183	164	180	193	251	86	0	0	129	94	133	49	74	67	0	130	72	103	95	0	69	48	99	130	220	106	265	57	0	103	26	86	56	176	77	0	65	0	0	0	0	0	0	101	0	65	0	495	0	339	0	95	0	66	0	0	224	0	160	0	0	126	58	180	0	238	132	0	113	0	99	0	218	141	0	0	0	0	0	0	0	0	0
ASV_33	50	145	11	23	26	39	7	11	17	39	44	35	20	45	138	402	0	39	20	40	0	21	40	289	134	0	550	256	0	2091	823	629	171	18	23	24	23	49	53	205	75	159	36	419	65	0	109	124	0	0	0	0	0	0	31	0	30	33	276	68	1673	938	21	104	0	0	10	0	0	16	0	0	11	37	30	0	24	28	59	164	10	20	0	0	0	44	17	104	60	413	53	657	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_34	212	1358	133	217	95	231	18	201	241	660	1030	1363	1149	2090	2	21	187	289	126	183	0	57	361	12	11	0	8	9	0	0	0	0	0	225	379	97	566	0	8	0	0	0	0	0	0	0	0	0	8	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	77	13	0	0	2	0	14	14	27	61	0	0	0	0	3	84	107	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_35	6	37	44	88	109	355	70	505	311	880	433	248	80	156	0	138	41	92	71	209	0	248	1232	297	250	0	51	605	0	0	92	5	67	78	138	89	545	8	183	33	72	9	65	7	28	0	0	36	8	106	0	0	0	0	0	0	27	116	32	427	29	34	0	17	0	34	12	56	23	103	0	144	349	200	1048	0	10	53	0	132	35	42	10	9	0	0	0	58	244	91	319	13	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_36	164	144	113	104	226	249	177	362	263	211	405	161	161	61	0	297	221	100	186	195	0	313	569	192	78	0	76	198	0	0	0	0	78	180	113	212	402	27	190	50	22	0	0	0	0	0	31	250	86	286	0	0	0	0	0	0	89	78	0	26	0	0	0	174	86	221	55	84	105	273	0	182	169	92	134	0	94	136	0	452	273	93	72	60	0	0	0	41	43	0	0	0	0	0	0	0	0	0	0	0	0	211	138	363	61	0	0	0	0	0	0	0	0	0	0	0	0	242	340	122	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_37	0	0	117	159	315	420	39	276	103	357	21	18	0	15	0	55	115	155	290	347	0	239	1211	317	260	0	22	41	0	127	205	0	65	289	177	222	480	97	180	0	0	0	0	0	0	0	0	0	91	342	237	447	0	0	0	0	0	0	0	0	86	81	0	0	16	119	154	256	50	178	0	108	275	51	64	0	0	13	0	136	121	116	688	1235	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_38	0	116	24	40	0	0	0	0	0	0	96	88	110	231	0	85	16	46	0	0	0	0	20	35	0	0	0	66	0	17	0	73	115	66	47	0	0	0	0	0	0	0	0	33	58	0	0	0	0	197	157	209	0	89	134	0	0	0	0	0	0	0	0	34	0	83	0	0	0	92	0	0	0	0	0	0	0	0	45	61	0	0	0	0	0	74	57	0	12	0	0	0	0	0	0	0	0	0	0	0	68	182	329	2162	839	92	0	0	0	0	0	0	79	0	0	97	0	196	522	713	2027	397	131	0	48	40	0	0	492	589	0	0	0	0	0	0	0	0	0
ASV_39	0	0	86	212	461	565	0	20	0	0	0	0	0	0	0	162	113	173	322	415	0	38	153	102	128	0	97	342	0	0	71	0	147	241	244	290	546	0	293	75	113	90	204	0	65	0	80	153	184	861	100	184	0	0	118	0	251	473	95	0	0	0	0	108	92	284	128	263	0	104	0	50	140	0	0	0	0	35	0	211	251	301	136	132	0	63	79	0	209	87	134	0	102	0	0	0	0	0	0	0	0	60	53	58	0	0	0	0	0	0	0	0	0	0	0	0	0	40	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_40	2	16	0	0	0	0	0	0	0	0	0	0	0	0	22	15	0	0	0	0	0	0	0	165	52	0	236	154	0	103	50	160	50	0	0	0	0	114	269	701	274	796	1808	124	54	0	290	52	0	0	20	5	0	171	165	0	568	273	90	77	118	28	0	25	0	0	9	0	0	9	0	81	50	48	17	0	21	11	65	129	0	0	17	0	0	1508	186	305	317	549	314	147	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_41	147	0	98	0	251	0	107	13	79	0	189	0	79	0	37	13	152	0	173	0	0	155	0	221	0	0	203	9	0	179	0	222	0	147	0	173	0	54	0	143	0	145	7	103	0	0	263	10	127	0	210	16	0	211	0	0	270	20	248	11	576	15	107	0	131	10	201	0	160	0	0	253	0	272	0	0	238	0	144	20	243	0	397	10	0	202	0	115	12	298	0	157	0	0	0	0	0	0	0	92	0	152	0	452	0	355	0	71	0	116	0	0	108	0	130	0	0	199	0	178	0	614	0	0	94	0	61	0	214	0	0	0	0	0	0	0	0	0	0
ASV_42	0	0	3	0	12	15	0	0	0	0	0	0	0	0	0	0	0	0	6	11	0	3	0	1153	1293	0	256	455	0	21	0	45	63	0	0	13	20	111	636	369	318	62	260	56	54	0	31	59	52	336	182	439	0	88	175	0	124	250	119	176	50	0	0	0	2	0	12	33	0	14	0	517	312	212	223	0	0	0	5	82	0	0	199	240	0	108	66	215	352	155	171	66	88	0	0	0	0	0	0	0	0	62	73	14	8	0	0	0	0	0	0	0	0	0	0	0	0	47	99	4	3	52	0	0	0	0	0	0	11	7	0	0	0	0	0	0	0	0	0
ASV_43	96	57	141	87	311	194	126	99	396	108	959	66	347	82	21	30	201	95	322	129	0	286	129	0	10	0	114	134	0	19	29	52	17	289	116	308	133	61	46	83	64	19	18	0	0	0	64	30	62	84	61	23	0	87	13	0	126	82	46	86	289	47	7	29	138	85	106	62	201	124	0	139	88	882	143	0	198	106	21	58	599	91	145	40	0	78	12	77	97	34	50	0	0	0	0	0	0	0	0	0	0	0	0	104	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	48	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_44	0	0	34	28	0	0	0	0	0	0	0	27	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	64	21	0	0	0	0	0	0	0	0	0	0	0	104	0	199	376	119	138	0	0	0	0	0	0	0	0	0	0	0	0	68	221	0	87	0	0	0	0	0	0	0	0	0	0	0	0	223	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	310	1565	2865	40	23	45	0	0	0	0	0	0	212	0	289	584	0	598	1031	0	0	0	0	0	0	0	0	0	243	208	0	0	0	0	0	0	0	0	0
ASV_45	539	793	312	317	167	375	81	134	349	335	999	401	326	324	0	6	391	150	223	329	0	121	183	68	12	0	10	28	0	0	0	17	8	311	247	167	202	0	12	0	0	0	0	0	0	0	0	0	36	29	5	0	0	0	0	0	6	0	0	0	0	0	0	2	125	317	110	105	41	87	0	99	62	22	63	0	31	35	0	0	715	121	21	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_46	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	106	23	362	0	0	245	0	0	239	0	0	0	0	0	76	0	59	0	127	0	81	0	0	122	0	104	0	0	79	16	0	0	96	0	205	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	257	0	1293	0	484	0	338	0	311	14	0	492	0	512	0	0	378	0	540	0	673	13	0	621	0	303	0	819	0	0	0	0	0	0	0	0	0	0
ASV_47	168	0	111	0	267	5	173	0	91	0	262	0	125	0	14	0	198	0	193	7	0	140	0	101	0	0	67	0	0	52	0	61	0	201	0	238	0	27	0	62	0	32	0	29	0	0	89	0	158	0	254	0	0	170	0	0	183	16	105	0	67	0	76	7	209	10	293	0	197	0	0	275	12	364	0	0	213	9	42	0	305	0	319	0	0	112	0	60	0	72	0	22	0	0	0	0	0	0	0	123	0	198	0	710	0	266	0	104	0	115	0	0	175	0	155	0	0	314	0	270	0	376	4	0	176	0	96	0	306	0	0	0	0	0	0	0	0	0	0
ASV_48	38	48	60	87	97	189	57	155	52	64	132	36	59	43	0	257	99	130	85	136	0	58	164	29	55	0	0	104	0	43	106	132	129	106	137	69	206	37	184	77	104	118	202	46	54	0	50	58	33	342	75	109	0	69	143	0	58	176	49	155	282	169	0	98	98	292	87	148	60	161	0	69	184	45	89	0	30	79	38	194	213	229	92	103	0	82	36	82	199	120	119	106	65	0	0	0	0	0	0	0	55	0	56	82	0	0	0	0	0	0	0	0	0	0	38	0	0	0	94	0	0	0	27	0	0	0	0	0	58	49	0	0	0	0	0	0	0	0	0
ASV_49	20	0	32	0	227	12	42	8	138	12	187	0	70	0	52	0	63	0	148	19	0	133	0	484	72	0	218	154	0	93	45	114	32	48	0	173	0	171	72	228	48	0	0	56	0	0	64	52	223	67	246	0	0	619	111	0	393	98	82	0	377	64	0	0	139	17	86	0	107	18	0	225	32	745	50	0	61	0	82	56	172	0	282	12	0	736	45	251	117	104	0	64	0	0	0	0	0	0	0	0	0	52	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	13	18	0	0	0	0	57	102	46	301	0	0	0	0	261	1866	219	401	103	257	78	207	0	87	227	0	13	0	26	0	124	374	0	248	456	73	167	432	244	0	56	0	0	0	0	0	0	0	9	0	0	0	0	0	15	89	303	0	0	16	27	0	232	504	187	449	96	267	117	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	9	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_51	0	0	0	0	0	0	0	0	4	0	26	0	0	0	0	245	0	0	0	0	0	0	0	233	82	0	194	332	0	30	170	25	172	0	0	0	0	100	506	265	318	179	718	123	616	0	18	81	0	0	0	0	0	57	268	0	140	263	60	161	449	267	0	37	0	0	0	0	19	28	0	42	46	88	68	0	10	0	0	155	0	0	0	0	0	390	197	219	392	297	418	150	533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	61	0	0	0	0	0	87	125	54	181	0	0	0	0	165	1046	199	289	159	356	229	365	0	73	201	0	71	65	90	0	111	274	0	83	166	133	198	577	225	26	50	0	0	0	0	0	40	0	0	0	0	0	0	8	27	118	396	0	0	136	232	0	186	251	88	169	148	280	217	335	0	0	0	0	0	0	14	18	0	0	110	27	6	0	34	0	76	18	0	27	0	15	43	0	0	0	47	55	11	7	0	55	18	63	10	26	21	0	0	0	0	0	0	0	0	0
ASV_53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	505	330	0	24	0	0	19	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	45	0	0	10	0	0	0	0	0	0	0	0	0	218	214	0	0	0	0	925	0	598	0	575	167	0	859	0	221	131	0	0	0	0	0	399	113	0	736	223	409	105	1355	548	0	0	0	0	0	0	0	0	0
ASV_54	35	3	55	0	86	6	28	8	124	11	175	0	83	10	7	64	67	9	89	11	0	74	12	116	15	0	148	45	0	140	71	83	26	73	5	91	15	204	146	235	72	163	60	42	22	0	51	7	49	54	284	33	0	398	104	0	336	112	205	84	542	167	0	11	30	9	102	17	64	14	0	58	14	116	19	0	17	5	38	42	104	3	311	8	0	388	11	182	117	224	99	74	37	0	0	0	0	0	0	92	0	16	0	82	8	98	0	0	0	164	19	0	107	0	86	0	0	14	4	49	13	273	30	0	59	12	296	43	230	0	0	0	0	0	0	0	0	0	0
ASV_55	47	611	23	49	24	54	9	144	91	633	493	747	375	2129	21	365	14	100	9	46	0	27	209	82	72	0	135	248	0	98	359	51	77	32	101	31	82	10	30	14	4	0	0	0	3	0	14	30	4	17	16	13	0	8	0	0	0	0	0	4	40	25	0	100	0	13	6	24	0	7	0	0	18	0	30	0	0	24	0	80	12	18	9	0	0	0	0	15	15	0	5	9	0	0	0	0	0	0	0	42	24	27	8	135	9	60	0	0	0	91	11	0	19	0	36	7	0	9	9	60	10	6	0	0	0	0	35	9	23	5	0	0	0	0	0	0	0	0	0
ASV_56	31	17	45	17	115	33	32	27	57	24	57	8	53	10	27	0	59	10	138	23	0	92	52	6	0	0	8	18	0	35	84	46	0	102	23	97	18	13	42	22	19	50	29	4	0	0	134	17	39	105	115	33	0	153	54	0	45	48	165	463	24	53	20	28	65	29	111	19	31	43	0	60	35	69	18	0	123	48	86	28	221	20	157	15	0	66	0	12	111	124	40	6	18	0	0	0	0	0	0	288	141	185	0	686	20	213	0	74	0	259	28	0	91	0	271	89	0	197	19	306	18	454	41	0	138	22	321	47	209	34	0	0	0	0	0	0	0	0	0
ASV_57	446	50	119	17	219	30	87	40	469	69	2140	45	1052	108	12	63	256	15	204	46	0	242	57	81	10	0	119	81	0	19	20	39	36	297	21	261	34	13	7	51	3	0	0	0	0	0	23	16	63	98	42	13	0	0	0	0	14	0	0	0	33	6	0	25	35	29	29	15	12	10	0	23	35	143	21	0	23	26	28	81	262	25	56	0	0	8	0	30	14	5	6	0	0	0	0	0	0	0	0	23	12	67	13	98	9	52	0	14	0	12	0	0	0	0	60	24	0	100	41	48	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_58	126	0	100	3	313	35	94	25	210	7	351	0	211	0	30	17	123	8	200	24	0	230	46	97	6	0	104	41	0	70	19	145	16	172	13	256	13	88	63	120	27	73	18	46	0	0	169	28	0	72	82	0	0	121	50	0	107	31	302	84	417	159	18	8	90	14	174	24	191	55	0	136	8	139	0	0	74	10	105	56	198	16	261	13	0	158	14	108	33	187	31	63	17	0	0	0	0	0	0	0	0	141	0	284	0	53	0	0	0	0	0	0	49	0	110	0	0	169	31	121	0	74	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0
